23f	tone	33	yinping
23f	tone	11	yangping
23f	tone	31	shang
23f	tone	53	qu
23f	tone	1	yinru
23f	tone	5	yangru
23f	final	i_z
23f	final	i
23f	final	u
23f	final	a
23f	final	ia
23f	final	ua
23f	final	e
23f	final	ie
23f	final	o
23f	final	io
23f	final	uo
23f	final	ai
23f	final	iai
23f	final	uai
23f	final	oi
23f	final	iui
23f	final	ui
23f	final	au
23f	final	iau
23f	final	eu
23f	final	iu
23f	final	@m
23f	final	im
23f	final	am
23f	final	iam
23f	final	em
23f	final	@n
23f	final	in
23f	final	an
23f	final	ian
23f	final	uan
23f	final	en
23f	final	ien
23f	final	uen
23f	final	on
23f	final	ion
23f	final	uon	uOn
23f	final	iun
23f	final	un
23f	final	aN
23f	final	iaN
23f	final	uaN
23f	final	oN	ON
23f	final	ioN	iON
23f	final	uoN	uON
23f	final	iuN
23f	final	uN
23f	final	@p
23f	final	ip
23f	final	ap
23f	final	iap
23f	final	ep
23f	final	@t
23f	final	it
23f	final	at
23f	final	iat
23f	final	uat
23f	final	et
23f	final	iet
23f	final	uet
23f	final	ot	Ot
23f	final	iut
23f	final	ut
23f	final	ak
23f	final	iak
23f	final	uak
23f	final	ok	Ok
23f	final	iok	iOk
23f	final	uok	uOk
23f	final	iuk
23f	final	uk
23f	final	m=
23f	final	n=
23f	initial	p
23f	initial	p_h
23f	initial	m
23f	initial	f
23f	initial	v	v\
23f	initial	t
23f	initial	t_h
23f	initial	n
23f	initial	l
23f	initial	ts	tc\/_i
23f	initial	ts_h	tc\_h/_i
23f	initial	s	c\/_i
23f	initial	k	c
23f	initial	k_h	c_h
23f	initial	N	J
23f	initial	h	C
23f	initial	Ã˜
